"Accept payments by credit card securely via PayZen payment platform.","Accepte les paiements sécurisés par carte bancaire via la plateforme de paiement PayZen."
"GENERAL CONFIGURATION","CONFIGURATION GÉNÉRALE"
"STANDARD PAYMENT","PAIEMENT STANDARD"
"PAYMENT IN INSTALLMENTS","PAIEMENT EN PLUSIEURS FOIS"
"GIFT CARD PAYMENT","PAIEMENT PAR CARTE CADEAU"
"FACILYPAY ONEY PAYMENT","PAIEMENT FACILYPAY ONEY"
"PAYPAL PAYMENT","PAIEMENT PAYPAL"
"SOFORT BANKING PAYMENT","PAIEMENT SOFORT BANKING"
"POSTFINANCE PAYMENT","PAIEMENT POSTFINANCE"
"MODULE INFORMATION","INFORMATIONS SUR LE MODULE"
"Developed by","Développé par"
"Contact us","Courriel de contact"
"Module version","Version du module"
"Platform version","Version de la plateforme"
"Reset the module","Réinitialiser le module"
"Click this button to reset the module settings.","Cliquer sur ce bouton pour supprimer les paramètres du module."
"Reset","Réinitialiser"
"Logs","Logs"
"Enable / disable module logs.","Activer / désactiver les logs du module."
"Enable","Activer"
"Disable","Désactiver"
"PAYMENT PLATFORM ACCESS","ACCÈS À LA PLATEFORME"
"Store identifier","Identifiant de la boutique"
"The identifier provided by PayZen.","Identifiant fourni par PayZen."
"Certificate in test mode","Certificat en mode test"
"Certificate provided by PayZen for test mode (available in your store Back Office).","Certificat fourni par PayZen pour le mode test (disponible sur le Back Office de votre boutique)."
"Certificate in production mode","Certificat en mode production"
"Certificate provided by PayZen (available in your store Back Office after enabling production mode).","Certificat fourni par PayZen (disponible sur le Back Office de votre boutique après passage en production)."
"Mode","Mode"
"The context mode of this module.","Mode de fonctionnement du module."
"Payment page URL","URL de la page de paiement"
"Link to the payment page.","URL vers laquelle l'acheteur sera redirigé pour le paiement."
"Notification URL to copy into your PayZen Back Office","URL de notification à copier dans le Back Office PayZen"
"<span style='color: red;'>In multistore mode, notification URL is the same for all the stores.</span>","<span style='color: red;'>En mode multi-boutique, l'URL de notification est la même pour toutes les boutiques.</span>"
"PAYMENT PAGE","PAGE DE PAIEMENT"
"Default Language","Langue par défaut"
"Default language on the payment page.","Sélectionner la langue par défaut à utiliser sur la page de paiement."
"French","Français"
"German","Allemand"
"English","Anglais"
"Spanish","Espagnol"
"Chinese","Chinois"
"Italian","Italien"
"Japanese","Japonnais"
"Portuguese","Portugais"
"Dutch","Néerlandais"
"Swedish","Suédois"
"Russian","Russe"
"Polish","Polonais"
"Turkish","Turc"
"Available languages","Langues disponibles"
"Languages available on the payment page. If you do not select any, all the supported languages will be available.","Sélectionner les langues à proposer sur la page de paiement."
"Capture delay","Délai avant remise en banque"
"The number of days before the bank capture (adjustable in your PayZen Back Office).","Le nombre de jours avant la remise en banque (paramétrable sur votre Back Office PayZen)."
"Validation mode","Mode de validation"
"If manual is selected, you will have to confirm payments manually in your PayZen Back Office.","En mode manuel, vous devrez confirmer les paiements dans le Back Office de votre boutique."
"PayZen general configuration","Configuration générale PayZen"
"Back Office configuration","Configuration Back Office"
"Automatic","Automatique"
"Manual","Manuelle"
"Card Types","Types de carte"
"The card type(s) that can be used for the payment. Select none to use platform configuration.","Le(s) type(s) de carte pouvant être utilisé(s) pour le paiement. Ne rien sélectionner pour utiliser la configuration de la plateforme."
"ALL","TOUTES"
"Category mapping","Association des catégories"
"Use the same category for all products.","Utiliser la même catégorie pour tous les produits."
"(Use category mapping below)","(Utiliser les associations ci-dessous)"
"Food and grocery","Alimentation et épicerie"
"Automotive","Automobile"
"Entertainment","Loisirs"
"Home and garden","Maison et jardin"
"Home appliance","Electroménager"
"Auction and group buying","Enchères et achats groupés"
"Flowers and gifts","Fleurs et cadeaux"
"Computer and software","Informatique et logiciels"
"Health and beauty","Santé et beauté"
"Service for individual","Services à la personne"
"Service for business","Services aux entreprises"
"Sports","Sports"
"Clothing and accessories","Habillement et accessoires"
"Travel","Voyages"
"Home audio, photo, video","Audio, photo, vidéo domestiques"
"Telephony","Téléphonie"
"Magento category","Catégorie Magento"
"PayZen category","Catégorie PayZen"
"Match each product category with a PayZen category. <br /><b>Entries marked with * are newly added and must be configured.</b>","Faire la correspondance entre chaque catégorie produit et une catégorie PayZen. <br /><b>Les entrées marquées par * sont nouvelles et doivent être configurées.</b>"
"PAYMENT PAGE CUSTOMIZE","PERSONNALISATION DE LA PAGE DE PAIEMENT"
"Theme configuration","Configuration du thème"
"The theme configuration to customize the payment page.","Configuration du thème pour personnaliser la page de paiement."
"Shop name","Nom de la boutique"
"Shop name to display on the payment page. Leave blank to use platform configuration.","Nom affiché sur la page de paiement. Laisser vide pour utiliser la configuration de la plateforme."
"Shop URL","URL de la boutique"
"Shop URL to display on the payment page. Leave blank to use platform configuration.","URL affichée sur la page de paiement. Laisser vide pour utiliser la configuration de la plateforme."
"SELECTIVE 3-DS","3-DS SÉLECTIF"
"Minimum amount to activate 3-DS","Montant minimum pour lequel activer 3-DS"
"Needs subscription to Selective 3-D Secure option.","Nécessite la souscription à l'option 3-D Secure sélectif."
"RETURN TO SHOP","RETOUR À LA BOUTIQUE"
"Automatic redirection","Redirection automatique"
"If enabled, the buyer is automatically redirected to your site at the end of the payment.","Si activée, l'acheteur sera redirigé automatiquement vers votre site à la fin du paiement."
"Redirection timeout on success","Temps avant redirection (succès)"
"Time in seconds (0-300) before the buyer is automatically redirected to your website after a successful payment.","Temps en secondes (0-300) avant que l'acheteur ne soit redirigé automatiquement vers votre site lorsque le paiement a réussi."
"Redirection message on success","Message avant redirection (succès)"
"Message displayed on the payment page prior to redirection after a successful payment.","Message affiché sur la page de paiement avant redirection lorsque le paiement a réussi."
"Redirection timeout on failure","Temps avant redirection (échec)"
"Time in seconds (0-300) before the buyer is automatically redirected to your website after a declined payment.","Temps en secondes (0-300) avant que l'acheteur ne soit redirigé automatiquement vers votre site lorsque le paiement a échoué."
"Redirection message on failure","Message avant redirection (échec)"
"Message displayed on the payment page prior to redirection after a declined payment.","Message affiché sur la page de paiement avant redirection, lorsque le paiement a échoué."
"Return mode","Mode de retour"
"Method that will be used for transmitting the payment result from the payment page to your shop.","Façon dont l'acheteur transmettra le résultat du paiement lors de son retour à la boutique."
"GET (parameters in the URL)","GET (paramètres dans l'URL)"
"POST (form)","POST (formulaire)"
"Registered orders status","Statut des commandes enregistrées"
"Status of orders when payment is successfull.","Statut des commandes dont le paiement a réussi."
"Invoice creation","Création de la facture"
"Automatically create invoice when payment is successfull.","Créer la facture automatiquement si le paiement a réussi."
"ADDITIONAL OPTIONS","OPTIONS ADDITIONNELLES"
"Configure this section if you use advanced risk assessment module or if you have a FacilyPay Oney contract.","Configurez cette section si vous utilisez le module de gestion de risques avancé ou si avez un contrat FacilyPay Oney."
"FacilyPay Oney contract","Contrat FacilyPay Oney"
"Select &laquo;Yes&raquo; if you have a FacilyPay Oney contract.","Sélectionnez &laquo;Oui&raquo; si vous avez un contrat FacilyPay Oney."
"FacilyPay Oney shipping options","Options de livraison FacilyPay Oney"
"Define the FacilyPay Oney information about all shipping methods. <br /><b>FacilyPay Oney label: </b>The label of the shipping method (use 55 alphanumeric characters, accentuated characters and these special characters: space, slash, hyphen, apostrophe). <br /><b>Type: </b>The delivery type of shipping method. <br /><b>Speed: </b>Select whether the delivery is STANDARD or EXPRESS. <br /><b>Entries marked with * are newly added and must be configured.</b>","Définir les informations FacilyPay Oney sur toutes les méthodes de livraison. <br /><b>Libellé FacilyPay Oney: </b>Le libellé de la méthode livraison (utiliser 55 caractères alphanumériques, caractères accentués et les caractères spéciaux suivants: espace, slash, tiret, apostrophe). <br /><b>Type: </b>Le type d'envoi de la méthode de livraison. <br /><b>Vitesse: </b>Sélectionner la vitesse de livraison STANDARD ou EXPRESS (moins de 24h). <br /><b>Les entrées marquées par * sont nouvelles et doivent être configurées.</b>"
"Method title","Titre de la méthode"
"FacilyPay Oney label","Libellé FacilyPay Oney"
"Type","Type"
"Delivery company","Compagnie de livraison"
"Reclaim in shop","Retrait en magasin"
"Relay point","Point relais"
"Reclaim in station","Retrait en station"
"Speed","Vitesse"
"Standard","Standard"
"Express","Express"
"DISPLAY OPTIONS","OPTIONS D'AFFICHAGE"
"Activation","Activation"
"Enables / disables this payment method.","Active / désactive cette méthode de paiement."
"Yes","Oui"
"No","Non"
"Sort order","Ordre d'affichage"
"In the payment methods list.","Dans la liste des moyens de paiement."
"Method title","Titre de la méthode"
"Method title to display on payment means page.","Titre de la méthode à afficher sur la page des moyens de paiement."
"Restrict to some countries","Restreindre à certains pays"
"All Allowed Countries","Tous les pays autorisés"
"Specific Countries","Certains pays"
"Authorized countries","Pays autorisés"
"Logo","Logo"
"Allowed file types: jpeg, gif, png.","Types de fichier autorisés: jpeg, gif, png."
"RESTRICTIONS","RESTRICTIONS"
"Customer group amount restriction","Restriction sur le montant par groupe de client"
"Customer group","Groupe de clients"
"Minimum amount","Montant minimum"
"Maximum amount","Montant maximum"
"Define amount restriction for each customer group.","Définir la restriction sur le montant pour chaque groupe de client."
"ALL GROUPS","TOUS LES GROUPES"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration.","Le nombre de jours avant la remise en banque. Saisir une valeur seulement si différente de la configuration PayZen générale."
"ADVANCED OPTIONS","OPTIONS AVANCÉES"
"Bank data acquisition mode","Mode d'acquisition des données bancaires"
"Select how the credit card infos will be entered. Attention, to use data acquisition on the merchant site, you must ensure that you have subscribed to this option with PayZen.","Sélectionner la manière dont seront saisies les données de la carte de crédit. Attention, pour utiliser l'acquisition des données sur le site marchand, vous devez vous assurer d'avoir souscrit à cette option auprès de PayZen."
"Bank data acquisition on payment platform","Acquisition des données sur la plateforme de paiement"
"Card type selection on merchant site","Sélection du type de carte sur le site marchand"
"Payment page integrated to checkout process (iframe mode)","Page de paiement intégrée au tunnel de commande (mode iframe)"
"1-Click payment","Paiement 1-Clic"
"Enable 1-Click to add PayZen payment button to your cart and / or product pages.","Activer 1-Clic pour ajouter un bouton de paiement PayZen sur votre page de panier et / ou celle du produit."
"1-Click button text","Texte du bouton 1-Clic"
"The text to display on the PayZen 1-Click payment button.","Le texte à afficher sur le bouton de paiement PayZen 1-Clic."
"1-Click button location","Emplacement du bouton 1-Clic"
"Select where to display PayZen 1-Click payment button.","Choisir ou sera affiché le bouton de paiement PayZen 1-Clic."
"Product page","Page du produit"
"Cart page","Page du panier"
"Product and cart pages","Pages du panier et du produit"
"Card data registration mode","Enregistrement  des données de la carte"
"Select how you want to propose card data registration on your website.","Sélectionnez comment vous voulez proposer l'enregistrement des données de la carte sur votre site."
"Card data registration message","Message de l'enregistrement des données de la carte"
"Message displayed on your website to invite buyers to register their card data.","Message affiché sur votre site pour inviter les acheteurs à enregistrer les données de leurs cartes."
"Registration on by default","Enregistrement activé par défaut"
"Registration off by default","Enregistrement désactivé par défaut"
"Registration always on","Enregistrement toujours activé"
"PAYMENT OPTIONS","OPTIONS DE PAIEMENT"
"Payment options","Options de paiement"
"Click on &laquo;Add&raquo; button to configure one or more payment options. <br /><b>Label : </b>The option label to display on the frontend. <br /><b>Min. amount : </b>Minimum amount to enable the payment option. <br /><b>Max. amount : </b>Maximum amount to enable the payment option. <br /><b>Contract : </b>ID of the contract to use with the option. <br /><b>Count : </b>Total number of payments. <br /><b>Period : </b>Delay (in days) between payments. <br /><b>1st payment : </b>Amount of first payment, in percentage of total amount. If empty, all payments will have the same amount.","Cliquer sur le bouton Ajouter pour configurer une ou plusieurs options de paiement. <br /><b>Libellé : </b>Texte décrivant l'option de paiement multiple. <br /><b>Montant min. : </b>Montant minimum pour proposer l'option. <br /><b>Montant max. : </b>Montant maximum pour proposer l'option. <br /><b>Contrat : </b>ID du contrat à utiliser avec l'option. <br /><b>Nombre : </b>Nombre total d'échéances. <br /><b>Période : </b>Délai entre deux échéances (en jours). <br /><b>1er paiement : </b>Montant de la première échéance en pourcentage du total. Si vide, toutes les échéances auront le même montant."
"Add","Ajouter"
"Delete","Supprimer"
"Label","Libellé"
"Min. amount","Montant min."
"Max. amount","Montant max."
"Contract","Contrat"
"Count","Nombre"
"Period","Période"
"1st payment","1er paiement"
"Gift card types","Types de cartes cadeau"
"Select the gift card types that can be used for the payment.","Sélectionner les types de carte cadeau qui pourront être utilisés pour le paiement."
"Add cards","Ajouter des cartes"
"Click on button to add one or more new gift cards. <br /><b>Card code : </b>The PayZen exact gift card code. <br /><b>Card label : </b>The label of the new gift card. <br /><b>Card logo : </b>The gift card logo to display on payment method selection page.","Cliquer sur le bouton pour ajouter une ou plusieurs nouvelles cartes cadeau. <br /><b>Code de la carte : </b>Le code PayZen de la nouvelle carte cadeau. <br /><b>Libellé de la carte : </b>Le libellé de la nouvelle carte cadeau. <br /><b>Logo de la carte : </b>Le logo de la carte cadeau à afficher sur la page de sélection des méthodes de paiement."
"Card code","Code de la carte"
"Card label","Libellé de la carte"
"Card logo","Logo de la carte"
"The number of days before the bank capture. Enter value only if different from PayZen general configuration. This setting is considered only if the buyer uses another CC to complete the payment.","Le nombre de jours avant la remise en banque. Saisir une valeur seulement si différente de la configuration PayZen générale. Ce paramètre est pris en compte seulement si l'acheteur complète le paiement avec une autre CB."
"If manual is selected, you will have to confirm payments manually in your PayZen Back Office. This setting is considered only if the buyer uses another CC to complete the payment.","En mode manuel, vous devrez confirmer les paiements dans le Back Office de votre boutique. Ce paramètre est pris en compte seulement si l'acheteur complète le paiement avec une autre CB."
"Card type selection","Sélection du type de carte"
"Select where card type will be selected by buyer.","Sélectionner où le type de carte sera choisi par l'acheteur."
"On payment platform","Sur la plateforme de paiement"
"On merchant site","Sur le site marchand"
"Enable options selection","Activer la sélection des options"
"Enable payment options selection on merchant site.","Activer la sélection des options de paiement sur le site marchand."
"Click on Add button to configure one or more payment options.<br /><b>Label: </b>The option label to display on the frontend (the %c, %r and %a patterns will be respectively replaced by payments count, option rate and option amount).<br /><b>Code: </b>The option code as defined in your FacilyPay Oney contract.<br /><b>Min. amount: </b>Minimum amount to enable the payment option.<br /><b>Max. amount: </b>Maximum amount to enable the payment option.<br /><b>Count: </b>Total number of payments.<br /><b>Rate: </b>The interest rate in percentage.","Cliquer sur le bouton Ajouter pour configurer une ou plusieurs options de paiement.<br /><b>Libellé: </b>Texte décrivant l'option de paiement (les codes %c, %r et %a seront remplacés respectivement par le nombre paiements, le taux d'intérêt et le montant de l'option).<br /><b>Code: </b>Le code de l'option tel que défini dans votre contrat FacilyPay Oney.<br /><b>Montant min.: </b>Montant minimum pour proposer l'option.<br /><b>Montant max.: </b>Montant maximum pour proposer l'option.<br /><b>Nombre: </b>Nombre total de paiements.<br /><b>Taux: </b>Le taux d'intérêt pour l'option."
"Rate","Taux"
"Code","Code"

"The configuration of the PayZen module has been successfully reset.","La configuration du module PayZen a été réinitialisée avec succès."
"The field &laquo;%1&raquo; is invalid: please check column &laquo;%2&raquo; of the option %3 in section &laquo;%4&raquo;.","Le champ &laquo;%1&raquo; est invalide: veuillez vérifier la colonne &laquo;%2&raquo; de l'option %3 dans la section &laquo;%4&raquo;."
"Invalid value for field &laquo;%1&raquo; in section &laquo;%2&raquo;.","Valeur invalide pour le champ &laquo;%1&raquo; dans la section &laquo;%2&raquo;."
"Too many card types are selected.","Trop de types de carte sont sélectionnés."
"Please configure &laquo;ADDITIONAL OPTIONS&raquo; part of &laquo;PayZen&raquo; section.","Veuillez configurer la partie &laquo;OPTIONS ADDITIONNELLES&raquo; de la section &laquo;PayZen&raquo;."
"Please enter a value for &laquo;ALL GROUPS - %1&raquo; in &laquo;%2&raquo; section as agreed with Banque Accord.","Veuillez renseigner une valeur pour le champ &laquo;TOUS LES GROUPES - %1&raquo; dans la section &laquo;%2&raquo; tel que convenu avec Banque Accord."
"Customer ID &laquo;%1&raquo; does not match PayZen specifications.","L'ID client &laquo;%1&raquo; ne correspond pas aux spécifications PayZen."
"Product reference &laquo;%1&raquo; does not match PayZen specifications.","La référence produit &laquo;%1&raquo; ne correspond pas aux spécifications PayZen."
"The next order ID  &laquo;%1&raquo; does not match PayZen specifications.","L'ID pour la prochaine commande &laquo;%1&raquo; ne correspond pas aux spécifications PayZen."
"This field must agree to the regular expression %1.","Ce champ doit respecter l'expression régulière %1."
"FacilyPay Oney payment mean cannot be used.","Le moyen de paiement FacilyPay Oney ne peut pas être utilisé."
"PayPal payment mean cannot be used.","Le moyen de paiement PayPal ne peut pas être utilisé."

"Payment Method","Méthode de paiement"
"Sequence Number","Numéro de séquence"
"Transaction Type","Type de transaction"
"Amount","Montant"
"Transaction ID","Numéro de transaction"
"Extra Transaction ID","Référence externe"
"Transaction Status","Statut de la transaction"
"Payment Mean","Moyen de paiement"
"Credit Card Number","Numéro de carte de crédit"
"Expiration Date","Date d'expiration"
"Card Number","Card Number"
"3-DS Authentication","Authentification 3-DS"
"3-DS Certificate","Certificat 3-DS"
"YES","OUI"
"NO","NON"
"Fraud Control Result","Résultat des contrôles de fraude"
"Advanced Risk Assessment Result","Résultat de la gestion des risques avancée"

"Authentication error !","Erreur d'authentification !"
"You are not authorized to do this action online. Please, do not forget to update payment in PayZen Back Office.","Vous n'êtes pas authorisé à faire cette action en ligne. Pensez à modifier le paiement dans le Back Office PayZen."
"SOAP extension for PHP must be enabled on the server in order to use PayZen web services.","L'extension SOAP pour PHP doit être activée sur le serveur pour pouvoir utiliser les services web PayZen."
"OPENSSL extension for PHP must be enabled on the server in order to use PayZen web services.","L'extension OPENSSL pour PHP doit être activée sur le serveur pour pouvoir utiliser les services web PayZen."
"Refund error","Erreur de remboursement"
"Please correct error to refund payments through PayZen. If you want to refund order in Magento, use the &laquo;Refund Offline&raquo; button.","Veuillez corriger l'erreur pour rembourser les paiements à travers PayZen. Si vous souhaitez rembourser la commande dans Magento, utilisez le bouton &laquo;Remboursement hors ligne&raquo;."
"Cancellation error","Erreur d'annulation"
"An error has occured during the cancellation process.","Une erreur est survenue durant le processus d'annulation."
"An error has occured during the payment reveiw process.","Une erreur est survenue durant le processus de mise à jour du paiement."
"Are you sure you want to validate this order in PayZen platform ?","Êtes-vous sûr de vouloir valider cette commande sur la plateforme PayZen ?"
"Payment Review","Vérification du paiement"
"To validate payment","Paiement à valider"
"Validation error","Erreur de validation"
"Payment validated successfully.","Paiement validé avec succès."
"An error has occured during the validation process.","Une erreur est survenue durant le processus de validation."


"You will enter payment data after order confirmation.","Vous allez être redirigé(e) vers la page de paiement après confirmation de la commande."
"Pay with PayZen","Payer avec PayZen"
"Please do not refresh the page until you complete payment."," Merci de ne pas rafraîchir la page jusqu'à la fin du paiement."
"Payment platform redirection","Redirection vers la plateforme de paiement"
"Please wait a moment. This page will transfer your data to PayZen payment platform in a few seconds.","Veuillez patienter SVP, vous allez être redirigé(e) vers la plateforme de paiement PayZen dans quelques secondes."
"If nothing happens in 10 seconds, click the button below.","Si rien ne se passe dans 10 secondes, cliquez sur le bouton ci-dessous."
"Please wait a moment. Your order payment is now processing.","Veuillez patienter SVP. Le paiement de votre commande est en cours."
"Send","Envoyer"
"Order not found in session.","Commande non trouvé en session."
"Order total is empty.","Le montant de la commande est nul."
"Order payment already processed.","Le paiement est déjà traité pour cette commande."
"Client sent to PayZen platform.","Client envoyé vers la plateforme PayZen."
"CVV","CVV"
"Incorrect credit card number.","Numéro de carte de crédit incorrect."
"Incorrect credit card CVV.","CVV de la carte incorrect."
"Incorrect credit card expiration date.","Date d'expiration de la carte incorrecte."
"Email","E-mail"
"First Name","Prénom"
"Last Name","Nom"
"Civility","Civilité"
"Address","Adresse"
"Postcode","Code postal"
"City","Ville"
"Country","Pays"
"Telephone","Téléphone"
"The field %1 is required for this payment mean.","Le champ %1 est obligatoire pour ce moyen de paiement."
"The fields %1 are required for this payment mean.","Les champs %1 sont obligatoires pour ce moyen de paiement."
"billing address","adresse de facturation"
"delivery address","addresse de livraison"
"The field %1 of your %2 is invalid.","Le champ %1 de votre %2 est invalide."
"The field %1 of your %2 is mandatory.","Le champ %1 de votre %2 est obligatoire."
"OR","OU"
"Click here to pay with your registered card.","Cliquez ici pour payer avec votre carte enregistrée."
"You will pay with your registered card. No data entry is needed.","Vous allez payer avec votre carte enregistrée. La saisie des données bancaires n'est pas nécessaire."
"Click here to pay with another payment mean.","Cliquez ici pour payer avec un autre moyen de paiement."
"Shipping Address","Addresse de livraison"
"Shipping Method","Méthode de livraison"
"Sorry, no quotes are available for this product configuration.","Aucun mode de livraison n'est disponible pour le produit avec ces options."
"Sorry, no quotes are available for this order at this time.","Aucun mode de livraison n'est disponible pour votre adresse."
"Cannot add the item to shopping cart.","Impossible d'ajouter l'élément au panier."
"Cannot pay requested product with &laquo;PayZen Buy now&raquo;.","Vous ne pouvez pas payer le produit demandé avec &laquo;PayZen Achetez maintenant&raquo;."
"Some of the products you requested are unavailable.","Certains produits demandés ne sont plus disponibles."
"Some of the products you requested are not available in the desired quantity.","Certains produits ne sont pas disponibles dans les quantités demandées."

"<p><u>GOING INTO PRODUCTION</u></p>You want to know how to put your shop into production mode, please go to this URL : ","<p><u>PASSAGE EN PRODUCTION</u></p>Vous souhaitez savoir comment passer votre boutique en production merci de consulter cette URL : "
"The shop is in maintenance mode.The automatic notification cannot work.","La boutique est en mode maintenance. La validation automatique ne peut fonctionner."
"The automatic validation has not worked. Have you correctly set up the notification URL in your PayZen Back Office ?","La commande a été validée mais la confirmation automatique n'a pas fonctionné. Avez-vous correctement configuré l'URL de notification dans le Back Office de votre boutique ?"
"For understanding the problem, please read the documentation of the module : <br />&nbsp;&nbsp;&nbsp;- Chapter &laquo;To read carefully before going further&raquo;<br />&nbsp;&nbsp;&nbsp;- Chapter &laquo;Notification URL settings&raquo;","Afin de comprendre la problématique, reportez vous à la documentation du module : <br />&nbsp;&nbsp;&nbsp;- Chapitre &laquo;A lire attentivement avant d'aller loin&raquo;<br />&nbsp;&nbsp;&nbsp;- Chapitre &laquo;Paramétrage de l'URL de notification&raquo;"
"Invoice %1 was created.","La facture %1 a bien été créée."
"Transaction %1 was created.","La transaction %1 a bien été créée."
"Transaction %1 was updated.","La transaction %1 a été mise à jour."
"Checkout and order have been canceled.","Le paiement et la commande sont annulés."
"The payment was successful. Your order was registered successfully.","Le paiement a réussi. Votre commande est enregistrée avec succès."
"An error has occured during the payment process.","Une erreur est survenue durant le processus de paiement."
